"cell_id","role","module","action","api_permission_field","database_permission_field","status","owner_question"
"CAJA:auditoria:editar","CAJA","auditoria","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CAJA:auditoria:autorizar","CAJA","auditoria","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CAJA:camionetas:autorizar","CAJA","camionetas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CAJA:choferes:autorizar","CAJA","choferes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CAJA:viajes:editar","CAJA","viajes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CAJA:viajes:autorizar","CAJA","viajes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CAJA:salidas_venta:editar","CAJA","salidas_venta","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CAJA:salidas_venta:autorizar","CAJA","salidas_venta","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"CAJA:equipos:autorizar","CAJA","equipos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:marcar_remate:ver","SUPERVISOR","marcar_remate","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:marcar_remate:crear","SUPERVISOR","marcar_remate","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:marcar_remate:editar","SUPERVISOR","marcar_remate","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:dashboard:crear","SUPERVISOR","dashboard","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:dashboard:editar","SUPERVISOR","dashboard","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:dashboard:autorizar","SUPERVISOR","dashboard","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:pos:editar","SUPERVISOR","pos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:pos:autorizar","SUPERVISOR","pos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:entradas:autorizar","SUPERVISOR","entradas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:movimientos:crear","SUPERVISOR","movimientos","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:movimientos:editar","SUPERVISOR","movimientos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:movimientos:autorizar","SUPERVISOR","movimientos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:etiquetas:autorizar","SUPERVISOR","etiquetas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:inventario:crear","SUPERVISOR","inventario","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:inventario:autorizar","SUPERVISOR","inventario","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:productos:autorizar","SUPERVISOR","productos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:precios:crear","SUPERVISOR","precios","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:precios:autorizar","SUPERVISOR","precios","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:ajustes:editar","SUPERVISOR","ajustes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:clientes:autorizar","SUPERVISOR","clientes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:clientes_credito:crear","SUPERVISOR","clientes_credito","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:clientes_credito:autorizar","SUPERVISOR","clientes_credito","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:clientes_precios:crear","SUPERVISOR","clientes_precios","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:clientes_precios:editar","SUPERVISOR","clientes_precios","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:clientes_precios:autorizar","SUPERVISOR","clientes_precios","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:clientes_finanzas:editar","SUPERVISOR","clientes_finanzas","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:caja_abonos:ver","SUPERVISOR","caja_abonos","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:caja_abonos:editar","SUPERVISOR","caja_abonos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:caja_abonos:autorizar","SUPERVISOR","caja_abonos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:clientes_recapturas:ver","SUPERVISOR","clientes_recapturas","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:clientes_recapturas:editar","SUPERVISOR","clientes_recapturas","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:clientes_recapturas:autorizar","SUPERVISOR","clientes_recapturas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:proveedores:autorizar","SUPERVISOR","proveedores","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:proveedores_finanzas:editar","SUPERVISOR","proveedores_finanzas","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:ubicaciones:autorizar","SUPERVISOR","ubicaciones","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:usuarios:autorizar","SUPERVISOR","usuarios","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:permisos:crear","SUPERVISOR","permisos","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:permisos:autorizar","SUPERVISOR","permisos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:resumen_caja:crear","SUPERVISOR","resumen_caja","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:resumen_caja:editar","SUPERVISOR","resumen_caja","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:resumen_caja:autorizar","SUPERVISOR","resumen_caja","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:cortes:editar","SUPERVISOR","cortes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:cortes:autorizar","SUPERVISOR","cortes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:cobros_pagos:editar","SUPERVISOR","cobros_pagos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:cobros_pagos:autorizar","SUPERVISOR","cobros_pagos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:reportes:crear","SUPERVISOR","reportes","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:reportes:editar","SUPERVISOR","reportes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:reportes:autorizar","SUPERVISOR","reportes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:conciliacion:crear","SUPERVISOR","conciliacion","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:conciliacion:editar","SUPERVISOR","conciliacion","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:auditoria:crear","SUPERVISOR","auditoria","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:auditoria:editar","SUPERVISOR","auditoria","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:auditoria:autorizar","SUPERVISOR","auditoria","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:camionetas:autorizar","SUPERVISOR","camionetas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:choferes:autorizar","SUPERVISOR","choferes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:viajes:editar","SUPERVISOR","viajes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:viajes:autorizar","SUPERVISOR","viajes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:salidas_venta:editar","SUPERVISOR","salidas_venta","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:salidas_venta:autorizar","SUPERVISOR","salidas_venta","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"SUPERVISOR:equipos:autorizar","SUPERVISOR","equipos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:marcar_remate:ver","BODEGA","marcar_remate","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:marcar_remate:crear","BODEGA","marcar_remate","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:marcar_remate:editar","BODEGA","marcar_remate","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:dashboard:crear","BODEGA","dashboard","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:dashboard:editar","BODEGA","dashboard","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:dashboard:autorizar","BODEGA","dashboard","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:pos:editar","BODEGA","pos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:pos:autorizar","BODEGA","pos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:entradas:autorizar","BODEGA","entradas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:movimientos:crear","BODEGA","movimientos","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:movimientos:editar","BODEGA","movimientos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:movimientos:autorizar","BODEGA","movimientos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:etiquetas:autorizar","BODEGA","etiquetas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:inventario:crear","BODEGA","inventario","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:inventario:autorizar","BODEGA","inventario","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:productos:autorizar","BODEGA","productos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:precios:crear","BODEGA","precios","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:precios:autorizar","BODEGA","precios","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:clientes:autorizar","BODEGA","clientes","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:clientes_credito:crear","BODEGA","clientes_credito","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:clientes_credito:autorizar","BODEGA","clientes_credito","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:clientes_precios:crear","BODEGA","clientes_precios","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:clientes_precios:editar","BODEGA","clientes_precios","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:clientes_precios:autorizar","BODEGA","clientes_precios","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:clientes_finanzas:editar","BODEGA","clientes_finanzas","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:caja_abonos:ver","BODEGA","caja_abonos","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:caja_abonos:editar","BODEGA","caja_abonos","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:caja_abonos:autorizar","BODEGA","caja_abonos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:clientes_recapturas:ver","BODEGA","clientes_recapturas","ver","puedeVer","puede_ver","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:clientes_recapturas:editar","BODEGA","clientes_recapturas","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:clientes_recapturas:autorizar","BODEGA","clientes_recapturas","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:proveedores:autorizar","BODEGA","proveedores","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:proveedores_finanzas:editar","BODEGA","proveedores_finanzas","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:ubicaciones:autorizar","BODEGA","ubicaciones","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:usuarios:autorizar","BODEGA","usuarios","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:permisos:crear","BODEGA","permisos","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:permisos:autorizar","BODEGA","permisos","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:resumen_caja:crear","BODEGA","resumen_caja","crear","puedeCrear","puede_crear","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:resumen_caja:editar","BODEGA","resumen_caja","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:resumen_caja:autorizar","BODEGA","resumen_caja","autorizar","puedeAutorizar","puede_autorizar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
"BODEGA:cortes:editar","BODEGA","cortes","editar","puedeEditar","puede_editar","OWNER_SEMANTICS_REQUIRED","¿Qué operación consume este campo para este rol? Indique ruta/método, control UI y estado elegible; o confirme explícitamente que no tiene consumidor."
